Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Tue, Nov 15, 2022",7:30p,Memphis Grizzlies,102,New Orleans Pelicans,113,Box Score,,14032.0,2:13,Smoothie King Center,
"Tue, Nov 15, 2022",8:30p,Los Angeles Clippers,101,Dallas Mavericks,103,Box Score,,19810.0,2:22,American Airlines Center,
"Tue, Nov 15, 2022",9:00p,New York Knicks,118,Utah Jazz,111,Box Score,,18206.0,2:11,Vivint Arena,
"Tue, Nov 15, 2022",10:00p,San Antonio Spurs,110,Portland Trail Blazers,117,Box Score,,19012.0,2:12,Moda Center,
"Tue, Nov 15, 2022",10:00p,Brooklyn Nets,121,Sacramento Kings,153,Box Score,,17611.0,2:21,Golden 1 Center,
"Wed, Nov 16, 2022",7:00p,Indiana Pacers,125,Charlotte Hornets,113,Box Score,,14756.0,2:15,Spectrum Center,
"Wed, Nov 16, 2022",7:00p,Minnesota Timberwolves,126,Orlando Magic,108,Box Score,,16527.0,2:07,Amway Center,
"Wed, Nov 16, 2022",7:00p,Oklahoma City Thunder,121,Washington Wizards,120,Box Score,,12630.0,2:15,Capital One Arena,
"Wed, Nov 16, 2022",7:30p,Boston Celtics,126,Atlanta Hawks,101,Box Score,,18165.0,2:03,State Farm Arena,
"Wed, Nov 16, 2022",7:30p,Miami Heat,104,Toronto Raptors,112,Box Score,,19800.0,2:16,Scotiabank Arena,
"Wed, Nov 16, 2022",8:00p,Cleveland Cavaliers,98,Milwaukee Bucks,113,Box Score,,17341.0,2:07,Fiserv Forum,
"Wed, Nov 16, 2022",8:00p,Chicago Bulls,110,New Orleans Pelicans,124,Box Score,,14658.0,2:12,Smoothie King Center,
"Wed, Nov 16, 2022",8:30p,Houston Rockets,101,Dallas Mavericks,92,Box Score,,19602.0,2:11,American Airlines Center,
"Wed, Nov 16, 2022",10:00p,New York Knicks,106,Denver Nuggets,103,Box Score,,18210.0,2:17,Ball Arena,
"Wed, Nov 16, 2022",10:00p,Golden State Warriors,119,Phoenix Suns,130,Box Score,,17071.0,2:18,Footprint Center,
"Thu, Nov 17, 2022",10:00p,Brooklyn Nets,109,Portland Trail Blazers,107,Box Score,,19393.0,2:27,Moda Center,
"Thu, Nov 17, 2022",10:00p,San Antonio Spurs,112,Sacramento Kings,130,Box Score,,16522.0,2:09,Golden 1 Center,
"Thu, Nov 17, 2022",10:30p,Detroit Pistons,91,Los Angeles Clippers,96,Box Score,,17822.0,2:30,Crypto.com Arena,
"Fri, Nov 18, 2022",7:00p,Miami Heat,106,Washington Wizards,107,Box Score,OT,18772.0,2:31,Capital One Arena,
"Fri, Nov 18, 2022",7:30p,Charlotte Hornets,122,Cleveland Cavaliers,132,Box Score,2OT,19432.0,2:53,Rocket Mortgage Fieldhouse,
"Fri, Nov 18, 2022",7:30p,Milwaukee Bucks,102,Philadelphia 76ers,110,Box Score,,19769.0,2:24,Wells Fargo Center,
"Fri, Nov 18, 2022",8:00p,Orlando Magic,108,Chicago Bulls,107,Box Score,,21031.0,2:18,United Center,
"Fri, Nov 18, 2022",8:00p,Indiana Pacers,99,Houston Rockets,91,Box Score,,15882.0,2:34,Toyota Center,
"Fri, Nov 18, 2022",8:00p,Oklahoma City Thunder,110,Memphis Grizzlies,121,Box Score,,17324.0,2:13,FedEx Forum,
"Fri, Nov 18, 2022",8:30p,Denver Nuggets,99,Dallas Mavericks,127,Box Score,,20135.0,2:04,American Airlines Center,
"Fri, Nov 18, 2022",8:30p,Boston Celtics,117,New Orleans Pelicans,109,Box Score,,17828.0,2:01,Smoothie King Center,
"Fri, Nov 18, 2022",9:00p,Phoenix Suns,133,Utah Jazz,134,Box Score,,18206.0,2:16,Vivint Arena,
"Fri, Nov 18, 2022",10:00p,New York Knicks,101,Golden State Warriors,111,Box Score,,18064.0,2:20,Chase Center,
"Fri, Nov 18, 2022",10:30p,Detroit Pistons,121,Los Angeles Lakers,128,Box Score,,18095.0,2:25,Crypto.com Arena,
"Sat, Nov 19, 2022",6:00p,Toronto Raptors,122,Atlanta Hawks,124,Box Score,OT,18051.0,2:40,State Farm Arena,
"Sat, Nov 19, 2022",7:00p,Orlando Magic,113,Indiana Pacers,114,Box Score,,14478.0,2:11,Gainbridge Fieldhouse,
"Sat, Nov 19, 2022",7:30p,Minnesota Timberwolves,112,Philadelphia 76ers,109,Box Score,,20515.0,2:23,Wells Fargo Center,
"Sat, Nov 19, 2022",10:00p,Utah Jazz,118,Portland Trail Blazers,113,Box Score,,19595.0,2:18,Moda Center,
"Sat, Nov 19, 2022",10:30p,San Antonio Spurs,97,Los Angeles Clippers,119,Box Score,,18581.0,2:02,Crypto.com Arena,
"Sun, Nov 20, 2022",3:30p,New York Knicks,95,Phoenix Suns,116,Box Score,,17071.0,2:04,Footprint Center,
"Sun, Nov 20, 2022",6:00p,Detroit Pistons,129,Sacramento Kings,137,Box Score,,17866.0,2:29,Golden 1 Center,
"Sun, Nov 20, 2022",6:00p,Charlotte Hornets,102,Washington Wizards,106,Box Score,,14289.0,2:17,Capital One Arena,
"Sun, Nov 20, 2022",7:00p,Memphis Grizzlies,115,Brooklyn Nets,127,Box Score,,18241.0,2:12,Barclays Center,
"Sun, Nov 20, 2022",7:00p,Miami Heat,87,Cleveland Cavaliers,113,Box Score,,19432.0,2:06,Rocket Mortgage Fieldhouse,
"Sun, Nov 20, 2022",7:00p,Golden State Warriors,127,Houston Rockets,120,Box Score,,18055.0,2:09,Toyota Center,
"Sun, Nov 20, 2022",7:30p,Denver Nuggets,98,Dallas Mavericks,97,Box Score,,20244.0,2:12,American Airlines Center,
"Sun, Nov 20, 2022",9:30p,San Antonio Spurs,92,Los Angeles Lakers,123,Box Score,,18211.0,2:02,Crypto.com Arena,
"Mon, Nov 21, 2022",7:00p,Atlanta Hawks,102,Cleveland Cavaliers,114,Box Score,,19432.0,2:16,Rocket Mortgage Fieldhouse,
"Mon, Nov 21, 2022",7:00p,Orlando Magic,102,Indiana Pacers,123,Box Score,,14029.0,2:20,Gainbridge Fieldhouse,
"Mon, Nov 21, 2022",8:00p,Boston Celtics,107,Chicago Bulls,121,Box Score,,20786.0,2:05,United Center,
"Mon, Nov 21, 2022",8:00p,Portland Trail Blazers,111,Milwaukee Bucks,119,Box Score,,17341.0,2:13,Fiserv Forum,
"Mon, Nov 21, 2022",8:00p,Miami Heat,101,Minnesota Timberwolves,105,Box Score,,16583.0,2:21,Target Center,
"Mon, Nov 21, 2022",8:00p,Golden State Warriors,83,New Orleans Pelicans,128,Box Score,,18589.0,2:05,Smoothie King Center,
"Mon, Nov 21, 2022",8:00p,New York Knicks,129,Oklahoma City Thunder,119,Box Score,,15079.0,2:11,Paycom Center,
"Mon, Nov 21, 2022",10:30p,Utah Jazz,114,Los Angeles Clippers,121,Box Score,,19068.0,2:13,Crypto.com Arena,
"Tue, Nov 22, 2022",7:30p,Brooklyn Nets,106,Philadelphia 76ers,115,Box Score,,20184.0,2:17,Wells Fargo Center,
"Tue, Nov 22, 2022",8:00p,Sacramento Kings,113,Memphis Grizzlies,109,Box Score,,16826.0,2:27,FedEx Forum,
"Tue, Nov 22, 2022",9:00p,Detroit Pistons,110,Denver Nuggets,108,Box Score,,19635.0,2:18,Ball Arena,
"Tue, Nov 22, 2022",10:00p,Los Angeles Lakers,105,Phoenix Suns,115,Box Score,,17071.0,2:19,Footprint Center,
"Wed, Nov 23, 2022",7:00p,Philadelphia 76ers,101,Charlotte Hornets,107,Box Score,,16910.0,2:12,Spectrum Center,
"Wed, Nov 23, 2022",7:00p,Portland Trail Blazers,96,Cleveland Cavaliers,114,Box Score,,19432.0,2:09,Rocket Mortgage Fieldhouse,
"Wed, Nov 23, 2022",7:00p,Minnesota Timberwolves,115,Indiana Pacers,101,Box Score,,15751.0,2:13,Gainbridge Fieldhouse,
"Wed, Nov 23, 2022",7:30p,Sacramento Kings,106,Atlanta Hawks,115,Box Score,,18173.0,2:10,State Farm Arena,
"Wed, Nov 23, 2022",7:30p,Dallas Mavericks,112,Boston Celtics,125,Box Score,,19156.0,2:10,TD Garden,
"Wed, Nov 23, 2022",7:30p,Washington Wizards,105,Miami Heat,113,Box Score,,19600.0,2:15,Kaseya Center,
"Wed, Nov 23, 2022",7:30p,Brooklyn Nets,112,Toronto Raptors,98,Box Score,,19800.0,2:04,Scotiabank Arena,
"Wed, Nov 23, 2022",8:00p,Chicago Bulls,118,Milwaukee Bucks,113,Box Score,,17341.0,2:23,Fiserv Forum,
"Wed, Nov 23, 2022",8:00p,Denver Nuggets,131,Oklahoma City Thunder,126,Box Score,OT,13656.0,2:36,Paycom Center,
"Wed, Nov 23, 2022",8:00p,New Orleans Pelicans,129,San Antonio Spurs,110,Box Score,,14947.0,2:11,AT&T Center,
"Wed, Nov 23, 2022",9:00p,Detroit Pistons,125,Utah Jazz,116,Box Score,,18206.0,2:08,Vivint Arena,
"Wed, Nov 23, 2022",10:00p,Los Angeles Clippers,107,Golden State Warriors,124,Box Score,,18064.0,2:18,Chase Center,
"Fri, Nov 25, 2022",5:00p,Minnesota Timberwolves,108,Charlotte Hornets,110,Box Score,,17924.0,2:20,Spectrum Center,
"Fri, Nov 25, 2022",7:00p,Philadelphia 76ers,107,Orlando Magic,99,Box Score,,15384.0,2:12,Amway Center,
"Fri, Nov 25, 2022",7:30p,Portland Trail Blazers,132,New York Knicks,129,Box Score,OT,19812.0,2:49,Madison Square Garden (IV),
"Fri, Nov 25, 2022",8:00p,Sacramento Kings,104,Boston Celtics,122,Box Score,,19156.0,2:09,TD Garden,
"Fri, Nov 25, 2022",8:00p,Atlanta Hawks,122,Houston Rockets,128,Box Score,,16669.0,2:29,Toyota Center,
"Fri, Nov 25, 2022",8:00p,Brooklyn Nets,117,Indiana Pacers,128,Box Score,,15404.0,2:20,Gainbridge Fieldhouse,
"Fri, Nov 25, 2022",8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132,Box Score,,17794.0,2:13,FedEx Forum,
"Fri, Nov 25, 2022",8:00p,Washington Wizards,107,Miami Heat,110,Box Score,,19600.0,2:19,Kaseya Center,
"Fri, Nov 25, 2022",8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117,Box Score,,17447.0,2:11,Fiserv Forum,
"Fri, Nov 25, 2022",8:00p,Chicago Bulls,119,Oklahoma City Thunder,123,Box Score,OT,16082.0,2:31,Paycom Center,
"Fri, Nov 25, 2022",8:00p,Los Angeles Lakers,105,San Antonio Spurs,94,Box Score,,18354.0,2:05,AT&T Center,
"Fri, Nov 25, 2022",9:00p,Detroit Pistons,102,Phoenix Suns,108,Box Score,,17071.0,2:13,Footprint Center,
"Fri, Nov 25, 2022",10:00p,Utah Jazz,118,Golden State Warriors,129,Box Score,,18064.0,2:06,Chase Center,
"Fri, Nov 25, 2022",10:30p,Denver Nuggets,114,Los Angeles Clippers,104,Box Score,,16559.0,2:18,Crypto.com Arena,
"Sat, Nov 26, 2022",5:00p,Dallas Mavericks,100,Toronto Raptors,105,Box Score,,19800.0,2:24,Scotiabank Arena,
"Sat, Nov 26, 2022",8:00p,Oklahoma City Thunder,105,Houston Rockets,118,Box Score,,15151.0,2:09,Toyota Center,
"Sat, Nov 26, 2022",8:00p,Los Angeles Lakers,143,San Antonio Spurs,138,Box Score,,18354.0,2:21,AT&T Center,
"Sat, Nov 26, 2022",9:00p,Utah Jazz,112,Phoenix Suns,113,Box Score,,17071.0,2:06,Footprint Center,
"Sun, Nov 27, 2022",3:00p,Portland Trail Blazers,97,Brooklyn Nets,111,Box Score,,17732.0,2:09,Barclays Center,
"Sun, Nov 27, 2022",3:30p,Golden State Warriors,137,Minnesota Timberwolves,114,Box Score,,17136.0,2:17,Target Center,
"Sun, Nov 27, 2022",4:00p,Indiana Pacers,100,Los Angeles Clippers,114,Box Score,,16805.0,2:16,Crypto.com Arena,
"Sun, Nov 27, 2022",5:00p,Miami Heat,106,Atlanta Hawks,98,Box Score,,17268.0,2:06,State Farm Arena,
"Sun, Nov 27, 2022",6:00p,Washington Wizards,121,Boston Celtics,130,Box Score,,19156.0,2:08,TD Garden,
"Sun, Nov 27, 2022",6:00p,Cleveland Cavaliers,102,Detroit Pistons,94,Box Score,,18240.0,2:19,Little Caesars Arena,
"Sun, Nov 27, 2022",6:00p,Memphis Grizzlies,127,New York Knicks,123,Box Score,,19524.0,2:28,Madison Square Garden (IV),
"Sun, Nov 27, 2022",6:00p,Philadelphia 76ers,133,Orlando Magic,103,Box Score,,16218.0,2:10,Amway Center,
"Sun, Nov 27, 2022",8:00p,Dallas Mavericks,115,Milwaukee Bucks,124,Box Score,,17341.0,2:13,Fiserv Forum,
"Mon, Nov 28, 2022",7:00p,Atlanta Hawks,101,Philadelphia 76ers,104,Box Score,,19778.0,2:18,Wells Fargo Center,
"Mon, Nov 28, 2022",7:00p,Minnesota Timberwolves,127,Washington Wizards,142,Box Score,,13515.0,2:17,Capital One Arena,
"Mon, Nov 28, 2022",7:30p,Charlotte Hornets,105,Boston Celtics,140,Box Score,,19156.0,1:56,TD Garden,
"Mon, Nov 28, 2022",7:30p,Orlando Magic,102,Brooklyn Nets,109,Box Score,,15704.0,2:04,Barclays Center,
"Mon, Nov 28, 2022",7:30p,Cleveland Cavaliers,88,Toronto Raptors,100,Box Score,,19800.0,2:00,Scotiabank Arena,
"Mon, Nov 28, 2022",8:00p,Oklahoma City Thunder,101,New Orleans Pelicans,105,Box Score,,13109.0,2:20,Smoothie King Center,
"Mon, Nov 28, 2022",9:00p,Houston Rockets,113,Denver Nuggets,129,Box Score,,16027.0,2:13,Ball Arena,
"Mon, Nov 28, 2022",9:00p,Chicago Bulls,114,Utah Jazz,107,Box Score,,18206.0,2:07,Vivint Arena,
"Mon, Nov 28, 2022",10:00p,Phoenix Suns,122,Sacramento Kings,117,Box Score,,16407.0,2:10,Golden 1 Center,
"Mon, Nov 28, 2022",10:30p,Indiana Pacers,116,Los Angeles Lakers,115,Box Score,,16034.0,2:18,Crypto.com Arena,
"Tue, Nov 29, 2022",7:00p,New York Knicks,140,Detroit Pistons,110,Box Score,,14864.0,2:03,Little Caesars Arena,
"Tue, Nov 29, 2022",7:30p,Golden State Warriors,113,Dallas Mavericks,116,Box Score,,20277.0,2:32,American Airlines Center,
"Tue, Nov 29, 2022",10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112,Box Score,,17251.0,2:25,Moda Center,
"Wed, Nov 30, 2022",7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113,Box Score,,19432.0,2:03,Rocket Mortgage Fieldhouse,
"Wed, Nov 30, 2022",7:00p,Atlanta Hawks,125,Orlando Magic,108,Box Score,,15344.0,2:08,Amway Center,
"Wed, Nov 30, 2022",7:30p,Miami Heat,121,Boston Celtics,134,Box Score,,19156.0,2:01,TD Garden,
"Wed, Nov 30, 2022",7:30p,Washington Wizards,107,Brooklyn Nets,113,Box Score,,15963.0,2:22,Barclays Center,
"Wed, Nov 30, 2022",7:30p,Milwaukee Bucks,109,New York Knicks,103,Box Score,,17277.0,2:18,Madison Square Garden (IV),
"Wed, Nov 30, 2022",8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109,Box Score,,15980.0,2:23,Target Center,
"Wed, Nov 30, 2022",8:00p,Toronto Raptors,108,New Orleans Pelicans,126,Box Score,,14845.0,2:09,Smoothie King Center,
"Wed, Nov 30, 2022",8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119,Box Score,,15605.0,2:09,Paycom Center,
"Wed, Nov 30, 2022",9:00p,Houston Rockets,100,Denver Nuggets,120,Box Score,,16286.0,2:03,Ball Arena,
"Wed, Nov 30, 2022",9:00p,Chicago Bulls,113,Phoenix Suns,132,Box Score,,17071.0,2:11,Footprint Center,
"Wed, Nov 30, 2022",9:00p,Los Angeles Clippers,112,Utah Jazz,125,Box Score,,18206.0,2:19,Vivint Arena,
"Wed, Nov 30, 2022",10:00p,Indiana Pacers,114,Sacramento Kings,137,Box Score,,17611.0,2:22,Golden 1 Center,
"Wed, Nov 30, 2022",10:30p,Portland Trail Blazers,109,Los Angeles Lakers,128,Box Score,,18560.0,2:08,Crypto.com Arena,
"Thu, Dec 1, 2022",7:00p,Dallas Mavericks,125,Detroit Pistons,131,Box Score,OT,18106.0,2:33,Little Caesars Arena,
"Fri, Dec 2, 2022",7:00p,Washington Wizards,116,Charlotte Hornets,117,Box Score,,15231.0,2:19,Spectrum Center,
"Fri, Dec 2, 2022",7:30p,Denver Nuggets,109,Atlanta Hawks,117,Box Score,,16974.0,2:06,State Farm Arena,
"Fri, Dec 2, 2022",7:30p,Miami Heat,120,Boston Celtics,116,Box Score,OT,19156.0,2:33,TD Garden,
"Fri, Dec 2, 2022",7:30p,Toronto Raptors,105,Brooklyn Nets,114,Box Score,,17732.0,2:17,Barclays Center,
"Fri, Dec 2, 2022",7:30p,Orlando Magic,96,Cleveland Cavaliers,107,Box Score,,19432.0,2:09,Rocket Mortgage Fieldhouse,
"Fri, Dec 2, 2022",7:30p,Los Angeles Lakers,133,Milwaukee Bucks,129,Box Score,,17938.0,2:21,Fiserv Forum,
"Fri, Dec 2, 2022",8:00p,Philadelphia 76ers,109,Memphis Grizzlies,117,Box Score,,17022.0,2:13,FedEx Forum,
"Fri, Dec 2, 2022",8:00p,New Orleans Pelicans,117,San Antonio Spurs,99,Box Score,,17202.0,2:05,AT&T Center,
"Fri, Dec 2, 2022",9:00p,Houston Rockets,122,Phoenix Suns,121,Box Score,,17071.0,2:17,Footprint Center,
"Fri, Dec 2, 2022",9:00p,Indiana Pacers,119,Utah Jazz,139,Box Score,,18206.0,2:28,Vivint Arena,
"Fri, Dec 2, 2022",10:00p,Chicago Bulls,111,Golden State Warriors,119,Box Score,,18064.0,2:24,Chase Center,
"Sat, Dec 3, 2022",12:30p,Dallas Mavericks,121,New York Knicks,100,Box Score,,18319.0,2:03,Madison Square Garden (IV),
"Sat, Dec 3, 2022",4:00p,Sacramento Kings,123,Los Angeles Clippers,96,Box Score,,16587.0,2:16,Crypto.com Arena,
"Sat, Dec 3, 2022",6:00p,Milwaukee Bucks,105,Charlotte Hornets,96,Box Score,,18128.0,2:15,Spectrum Center,
"Sat, Dec 3, 2022",8:00p,Oklahoma City Thunder,135,Minnesota Timberwolves,128,Box Score,,17136.0,2:31,Target Center,
"Sat, Dec 3, 2022",8:00p,Orlando Magic,108,Toronto Raptors,121,Box Score,,19800.0,2:12,Scotiabank Arena,
"Sat, Dec 3, 2022",8:30p,Houston Rockets,101,Golden State Warriors,120,Box Score,,18064.0,2:05,Chase Center,
"Sat, Dec 3, 2022",9:00p,Portland Trail Blazers,116,Utah Jazz,111,Box Score,,18206.0,2:15,Vivint Arena,
"Sun, Dec 4, 2022",3:30p,Denver Nuggets,106,New Orleans Pelicans,121,Box Score,,15658.0,2:19,Smoothie King Center,
"Sun, Dec 4, 2022",4:00p,Phoenix Suns,133,San Antonio Spurs,95,Box Score,,16409.0,2:08,AT&T Center,
"Sun, Dec 4, 2022",6:00p,Boston Celtics,103,Brooklyn Nets,92,Box Score,,18043.0,2:07,Barclays Center,
"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,122,Detroit Pistons,112,Box Score,,20088.0,2:13,Little Caesars Arena,
"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,81,New York Knicks,92,Box Score,,19007.0,2:11,Madison Square Garden (IV),
"Sun, Dec 4, 2022",6:00p,Chicago Bulls,101,Sacramento Kings,110,Box Score,,17611.0,2:09,Golden 1 Center,
"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,130,Washington Wizards,119,Box Score,,19647.0,2:09,Capital One Arena,
"Sun, Dec 4, 2022",9:00p,Indiana Pacers,100,Portland Trail Blazers,116,Box Score,,17479.0,2:07,Moda Center,
"Mon, Dec 5, 2022",7:00p,Los Angeles Clippers,119,Charlotte Hornets,117,Box Score,,13945.0,2:08,Spectrum Center,
"Mon, Dec 5, 2022",7:00p,Milwaukee Bucks,109,Orlando Magic,102,Box Score,,16174.0,2:18,Amway Center,
"Mon, Dec 5, 2022",7:30p,Oklahoma City Thunder,121,Atlanta Hawks,114,Box Score,,16301.0,2:13,State Farm Arena,
"Mon, Dec 5, 2022",7:30p,Boston Celtics,116,Toronto Raptors,110,Box Score,,19800.0,2:11,Scotiabank Arena,
"Mon, Dec 5, 2022",8:00p,Philadelphia 76ers,123,Houston Rockets,132,Box Score,2OT,15331.0,2:57,Toyota Center,
"Mon, Dec 5, 2022",8:00p,Miami Heat,93,Memphis Grizzlies,101,Box Score,,16122.0,2:07,FedEx Forum,
"Mon, Dec 5, 2022",8:30p,Phoenix Suns,111,Dallas Mavericks,130,Box Score,,20227.0,2:09,American Airlines Center,
"Mon, Dec 5, 2022",10:00p,Indiana Pacers,112,Golden State Warriors,104,Box Score,,18064.0,2:15,Chase Center,
"Tue, Dec 6, 2022",7:30p,Los Angeles Lakers,102,Cleveland Cavaliers,116,Box Score,,19432.0,2:13,Rocket Mortgage Fieldhouse,
"Tue, Dec 6, 2022",7:30p,Detroit Pistons,116,Miami Heat,96,Box Score,,19600.0,2:09,Kaseya Center,
"Tue, Dec 6, 2022",10:00p,Dallas Mavericks,116,Denver Nuggets,115,Box Score,,19520.0,2:30,Ball Arena,
"Wed, Dec 7, 2022",7:00p,Los Angeles Clippers,111,Orlando Magic,116,Box Score,OT,14429.0,2:41,Amway Center,
"Wed, Dec 7, 2022",7:30p,Charlotte Hornets,116,Brooklyn Nets,122,Box Score,,16903.0,2:11,Barclays Center,
"Wed, Dec 7, 2022",7:30p,Atlanta Hawks,89,New York Knicks,113,Box Score,,18091.0,2:20,Madison Square Garden (IV),
"Wed, Dec 7, 2022",7:30p,Los Angeles Lakers,113,Toronto Raptors,126,Box Score,,19800.0,2:11,Scotiabank Arena,
"Wed, Dec 7, 2022",8:00p,Washington Wizards,111,Chicago Bulls,115,Box Score,,19265.0,2:17,United Center,
"Wed, Dec 7, 2022",8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,123,Box Score,,15942.0,2:03,FedEx Forum,
"Wed, Dec 7, 2022",8:00p,Sacramento Kings,113,Milwaukee Bucks,126,Box Score,,17341.0,2:09,Fiserv Forum,
"Wed, Dec 7, 2022",8:00p,Indiana Pacers,115,Minnesota Timberwolves,121,Box Score,,15472.0,2:18,Target Center,
"Wed, Dec 7, 2022",8:00p,Detroit Pistons,98,New Orleans Pelicans,104,Box Score,,14073.0,2:14,Smoothie King Center,
"Wed, Dec 7, 2022",9:00p,Golden State Warriors,123,Utah Jazz,124,Box Score,,18206.0,2:16,Vivint Arena,
"Wed, Dec 7, 2022",10:00p,Boston Celtics,125,Phoenix Suns,98,Box Score,,17071.0,2:02,Footprint Center,
"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,110,Miami Heat,115,Box Score,,19600.0,2:09,Kaseya Center,
"Thu, Dec 8, 2022",8:30p,Houston Rockets,109,San Antonio Spurs,118,Box Score,,13140.0,2:06,AT&T Center,
"Thu, Dec 8, 2022",10:00p,Denver Nuggets,121,Portland Trail Blazers,120,Box Score,,18189.0,2:13,Moda Center,
"Fri, Dec 9, 2022",7:00p,New York Knicks,121,Charlotte Hornets,102,Box Score,,17696.0,2:15,Spectrum Center,
"Fri, Dec 9, 2022",7:00p,Washington Wizards,111,Indiana Pacers,121,Box Score,,15039.0,2:18,Gainbridge Fieldhouse,
"Fri, Dec 9, 2022",7:00p,Toronto Raptors,109,Orlando Magic,113,Box Score,,17008.0,2:11,Amway Center,
"Fri, Dec 9, 2022",7:30p,Atlanta Hawks,116,Brooklyn Nets,120,Box Score,,18072.0,2:15,Barclays Center,
"Fri, Dec 9, 2022",7:30p,Sacramento Kings,106,Cleveland Cavaliers,95,Box Score,,19432.0,2:16,Rocket Mortgage Fieldhouse,
"Fri, Dec 9, 2022",7:30p,Los Angeles Lakers,122,Philadelphia 76ers,133,Box Score,OT,20852.0,2:43,Wells Fargo Center,
"Fri, Dec 9, 2022",8:00p,Detroit Pistons,103,Memphis Grizzlies,114,Box Score,,17103.0,2:15,FedEx Forum,
"Fri, Dec 9, 2022",8:30p,Phoenix Suns,117,New Orleans Pelicans,128,Box Score,,16381.0,2:11,Smoothie King Center,
"Fri, Dec 9, 2022",9:00p,Minnesota Timberwolves,118,Utah Jazz,108,Box Score,,18206.0,2:08,Vivint Arena,
"Fri, Dec 9, 2022",10:00p,Milwaukee Bucks,106,Dallas Mavericks,105,Box Score,,20277.0,2:27,American Airlines Center,
"Sat, Dec 10, 2022",5:00p,San Antonio Spurs,115,Miami Heat,111,Box Score,,19600.0,2:20,Kaseya Center,
"Sat, Dec 10, 2022",7:00p,Brooklyn Nets,136,Indiana Pacers,133,Box Score,,14280.0,2:29,Gainbridge Fieldhouse,
"Sat, Dec 10, 2022",7:00p,Los Angeles Clippers,114,Washington Wizards,107,Box Score,,18404.0,2:17,Capital One Arena,
"Sat, Dec 10, 2022",7:30p,Oklahoma City Thunder,102,Cleveland Cavaliers,110,Box Score,,19432.0,2:06,Rocket Mortgage Fieldhouse,
"Sat, Dec 10, 2022",8:00p,Dallas Mavericks,115,Chicago Bulls,144,Box Score,,19528.0,2:02,United Center,
"Sat, Dec 10, 2022",8:30p,Boston Celtics,107,Golden State Warriors,123,Box Score,,18064.0,2:14,Chase Center,
"Sat, Dec 10, 2022",9:00p,Utah Jazz,110,Denver Nuggets,115,Box Score,,19636.0,2:07,Ball Arena,
"Sat, Dec 10, 2022",10:00p,Minnesota Timberwolves,118,Portland Trail Blazers,124,Box Score,,18324.0,2:23,Moda Center,
"Sun, Dec 11, 2022",3:30p,Phoenix Suns,124,New Orleans Pelicans,129,Box Score,OT,18681.0,2:36,Smoothie King Center,
"Sun, Dec 11, 2022",6:00p,Los Angeles Lakers,124,Detroit Pistons,117,Box Score,,20190.0,2:10,Little Caesars Arena,
"Sun, Dec 11, 2022",6:00p,Sacramento Kings,99,New York Knicks,112,Box Score,,19812.0,2:17,Madison Square Garden (IV),
"Sun, Dec 11, 2022",6:00p,Toronto Raptors,99,Orlando Magic,111,Box Score,,16891.0,2:24,Amway Center,
"Sun, Dec 11, 2022",6:00p,Charlotte Hornets,113,Philadelphia 76ers,131,Box Score,,19765.0,2:17,Wells Fargo Center,
"Sun, Dec 11, 2022",6:30p,Chicago Bulls,122,Atlanta Hawks,123,Box Score,OT,17227.0,2:39,State Farm Arena,
"Sun, Dec 11, 2022",7:00p,Milwaukee Bucks,92,Houston Rockets,97,Box Score,,16268.0,2:04,Toyota Center,
"Mon, Dec 12, 2022",7:00p,Miami Heat,87,Indiana Pacers,82,Box Score,,15309.0,2:11,Gainbridge Fieldhouse,
"Mon, Dec 12, 2022",7:00p,Brooklyn Nets,112,Washington Wizards,100,Box Score,,16090.0,2:06,Capital One Arena,
"Mon, Dec 12, 2022",8:00p,Atlanta Hawks,103,Memphis Grizzlies,128,Box Score,,16544.0,2:05,FedEx Forum,
"Mon, Dec 12, 2022",8:30p,Oklahoma City Thunder,114,Dallas Mavericks,121,Box Score,,19877.0,2:16,American Airlines Center,
"Mon, Dec 12, 2022",8:30p,Cleveland Cavaliers,111,San Antonio Spurs,112,Box Score,,13434.0,2:12,AT&T Center,
"Mon, Dec 12, 2022",10:00p,Minnesota Timberwolves,112,Portland Trail Blazers,133,Box Score,,18021.0,2:03,Moda Center,
"Mon, Dec 12, 2022",10:30p,Boston Celtics,93,Los Angeles Clippers,113,Box Score,,19068.0,2:16,Crypto.com Arena,
"Tue, Dec 13, 2022",7:00p,Sacramento Kings,103,Philadelphia 76ers,123,Box Score,,19768.0,2:14,Wells Fargo Center,
"Tue, Dec 13, 2022",7:30p,Golden State Warriors,111,Milwaukee Bucks,128,Box Score,,17628.0,2:22,Fiserv Forum,
