Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Wed, Mar 29, 2023",10:00p,Sacramento Kings,120,Portland Trail Blazers,80,Box Score,,18550.0,1:59,Moda Center,
"Thu, Mar 30, 2023",7:30p,Boston Celtics,140,Milwaukee Bucks,99,Box Score,,18073.0,2:09,Fiserv Forum,
"Thu, Mar 30, 2023",10:00p,New Orleans Pelicans,107,Denver Nuggets,88,Box Score,,19728.0,2:30,Ball Arena,
"Fri, Mar 31, 2023",7:00p,Chicago Bulls,121,Charlotte Hornets,91,Box Score,,18768.0,2:06,Spectrum Center,
"Fri, Mar 31, 2023",7:00p,Oklahoma City Thunder,117,Indiana Pacers,121,Box Score,,16506.0,2:32,Gainbridge Fieldhouse,
"Fri, Mar 31, 2023",7:00p,Toronto Raptors,110,Philadelphia 76ers,117,Box Score,,20993.0,2:19,Wells Fargo Center,
"Fri, Mar 31, 2023",7:00p,Orlando Magic,116,Washington Wizards,109,Box Score,,16411.0,2:15,Capital One Arena,
"Fri, Mar 31, 2023",7:30p,Utah Jazz,114,Boston Celtics,122,Box Score,,19156.0,2:05,TD Garden,
"Fri, Mar 31, 2023",7:30p,Atlanta Hawks,107,Brooklyn Nets,124,Box Score,,17849.0,2:06,Barclays Center,
"Fri, Mar 31, 2023",7:30p,New York Knicks,130,Cleveland Cavaliers,116,Box Score,,19432.0,2:09,Rocket Mortgage Fieldhouse,
"Fri, Mar 31, 2023",8:00p,Detroit Pistons,115,Houston Rockets,121,Box Score,,15844.0,2:28,Toyota Center,
"Fri, Mar 31, 2023",8:00p,Los Angeles Clippers,94,Memphis Grizzlies,108,Box Score,,16376.0,2:02,FedEx Forum,
"Fri, Mar 31, 2023",8:00p,Los Angeles Lakers,123,Minnesota Timberwolves,111,Box Score,,18978.0,2:23,Target Center,
"Fri, Mar 31, 2023",10:00p,San Antonio Spurs,115,Golden State Warriors,130,Box Score,,18064.0,2:11,Chase Center,
"Fri, Mar 31, 2023",10:00p,Sacramento Kings,138,Portland Trail Blazers,114,Box Score,,18389.0,2:04,Moda Center,
"Fri, Mar 31, 2023",10:30p,Denver Nuggets,93,Phoenix Suns,100,Box Score,,17071.0,2:08,Footprint Center,
"Sat, Apr 1, 2023",7:30p,Dallas Mavericks,122,Miami Heat,129,Box Score,,20011.0,2:18,Kaseya Center,
"Sat, Apr 1, 2023",8:30p,Los Angeles Clippers,114,New Orleans Pelicans,122,Box Score,,18399.0,2:13,Smoothie King Center,
"Sun, Apr 2, 2023",1:00p,Toronto Raptors,128,Charlotte Hornets,108,Box Score,,16052.0,1:54,Spectrum Center,
"Sun, Apr 2, 2023",3:30p,Utah Jazz,110,Brooklyn Nets,111,Box Score,,17732.0,2:18,Barclays Center,
"Sun, Apr 2, 2023",3:30p,Memphis Grizzlies,107,Chicago Bulls,128,Box Score,,20944.0,2:07,United Center,
"Sun, Apr 2, 2023",3:30p,Portland Trail Blazers,107,Minnesota Timberwolves,105,Box Score,,18978.0,2:17,Target Center,
"Sun, Apr 2, 2023",6:00p,Dallas Mavericks,130,Atlanta Hawks,132,Box Score,OT,17678.0,2:40,State Farm Arena,
"Sun, Apr 2, 2023",6:00p,Washington Wizards,109,New York Knicks,118,Box Score,,19812.0,2:02,Madison Square Garden (IV),
"Sun, Apr 2, 2023",6:00p,Detroit Pistons,102,Orlando Magic,128,Box Score,,19431.0,2:42,Amway Center,
"Sun, Apr 2, 2023",6:00p,San Antonio Spurs,142,Sacramento Kings,134,Box Score,OT,18183.0,2:29,Golden 1 Center,
"Sun, Apr 2, 2023",7:00p,Los Angeles Lakers,134,Houston Rockets,109,Box Score,,18204.0,2:02,Toyota Center,
"Sun, Apr 2, 2023",7:00p,Phoenix Suns,128,Oklahoma City Thunder,118,Box Score,,17981.0,2:23,Paycom Center,
"Sun, Apr 2, 2023",8:00p,Indiana Pacers,105,Cleveland Cavaliers,115,Box Score,,19432.0,2:19,Rocket Mortgage Fieldhouse,
"Sun, Apr 2, 2023",8:00p,Philadelphia 76ers,104,Milwaukee Bucks,117,Box Score,,17532.0,2:09,Fiserv Forum,
"Sun, Apr 2, 2023",8:30p,Golden State Warriors,110,Denver Nuggets,112,Box Score,,19752.0,2:13,Ball Arena,
"Tue, Apr 4, 2023",7:00p,Toronto Raptors,120,Charlotte Hornets,100,Box Score,,14965.0,2:09,Spectrum Center,
"Tue, Apr 4, 2023",7:00p,Miami Heat,118,Detroit Pistons,105,Box Score,,18453.0,2:16,Little Caesars Arena,
"Tue, Apr 4, 2023",7:00p,Cleveland Cavaliers,117,Orlando Magic,113,Box Score,,19449.0,2:13,Amway Center,
"Tue, Apr 4, 2023",7:00p,Milwaukee Bucks,140,Washington Wizards,128,Box Score,,19098.0,2:10,Capital One Arena,
"Tue, Apr 4, 2023",7:30p,Minnesota Timberwolves,107,Brooklyn Nets,102,Box Score,,17893.0,2:05,Barclays Center,
"Tue, Apr 4, 2023",8:00p,Atlanta Hawks,123,Chicago Bulls,105,Box Score,,21717.0,2:08,United Center,
"Tue, Apr 4, 2023",8:00p,Denver Nuggets,103,Houston Rockets,124,Box Score,,16924.0,2:05,Toyota Center,
"Tue, Apr 4, 2023",8:00p,Portland Trail Blazers,109,Memphis Grizzlies,119,Box Score,,17558.0,1:58,FedEx Forum,
"Tue, Apr 4, 2023",8:00p,Sacramento Kings,121,New Orleans Pelicans,103,Box Score,,15799.0,2:05,Smoothie King Center,
"Tue, Apr 4, 2023",8:00p,Boston Celtics,101,Philadelphia 76ers,103,Box Score,,21104.0,2:19,Wells Fargo Center,
"Tue, Apr 4, 2023",9:00p,Los Angeles Lakers,135,Utah Jazz,133,Box Score,OT,18206.0,2:31,Vivint Arena,
"Tue, Apr 4, 2023",10:00p,Oklahoma City Thunder,125,Golden State Warriors,136,Box Score,,18064.0,2:17,Chase Center,
"Tue, Apr 4, 2023",10:00p,San Antonio Spurs,94,Phoenix Suns,115,Box Score,,17071.0,2:01,Footprint Center,
"Wed, Apr 5, 2023",7:00p,Brooklyn Nets,123,Detroit Pistons,108,Box Score,,18313.0,2:06,Little Caesars Arena,
"Wed, Apr 5, 2023",7:00p,New York Knicks,138,Indiana Pacers,129,Box Score,,16789.0,2:15,Gainbridge Fieldhouse,
"Wed, Apr 5, 2023",7:30p,Washington Wizards,116,Atlanta Hawks,134,Box Score,,17727.0,2:11,State Farm Arena,
"Wed, Apr 5, 2023",7:30p,Toronto Raptors,93,Boston Celtics,97,Box Score,,19156.0,2:09,TD Garden,
"Wed, Apr 5, 2023",7:30p,Chicago Bulls,92,Milwaukee Bucks,105,Box Score,,17679.0,2:06,Fiserv Forum,
"Wed, Apr 5, 2023",8:00p,Memphis Grizzlies,131,New Orleans Pelicans,138,Box Score,OT,17232.0,2:38,Smoothie King Center,
"Wed, Apr 5, 2023",8:30p,Sacramento Kings,119,Dallas Mavericks,123,Box Score,,20271.0,2:09,American Airlines Center,
"Wed, Apr 5, 2023",10:00p,Los Angeles Lakers,118,Los Angeles Clippers,125,Box Score,,19068.0,2:16,Crypto.com Arena,
"Thu, Apr 6, 2023",7:00p,Cleveland Cavaliers,118,Orlando Magic,94,Box Score,,19235.0,2:02,Amway Center,
"Thu, Apr 6, 2023",7:30p,Miami Heat,129,Philadelphia 76ers,101,Box Score,,21178.0,2:08,Wells Fargo Center,
"Thu, Apr 6, 2023",8:00p,Portland Trail Blazers,127,San Antonio Spurs,129,Box Score,,16023.0,2:16,Moody Center,
"Thu, Apr 6, 2023",9:00p,Oklahoma City Thunder,114,Utah Jazz,98,Box Score,,18206.0,2:06,Vivint Arena,
"Thu, Apr 6, 2023",10:00p,Denver Nuggets,115,Phoenix Suns,119,Box Score,,17071.0,2:11,Footprint Center,
"Fri, Apr 7, 2023",7:00p,Houston Rockets,112,Charlotte Hornets,109,Box Score,,19102.0,2:16,Spectrum Center,
"Fri, Apr 7, 2023",7:00p,Detroit Pistons,122,Indiana Pacers,115,Box Score,,17274.0,2:12,Gainbridge Fieldhouse,
"Fri, Apr 7, 2023",7:00p,Miami Heat,108,Washington Wizards,114,Box Score,,20476.0,2:14,Capital One Arena,
"Fri, Apr 7, 2023",7:30p,Philadelphia 76ers,136,Atlanta Hawks,131,Box Score,OT,17627.0,2:34,State Farm Arena,
"Fri, Apr 7, 2023",7:30p,Toronto Raptors,102,Boston Celtics,121,Box Score,,19156.0,2:02,TD Garden,
"Fri, Apr 7, 2023",7:30p,Orlando Magic,84,Brooklyn Nets,101,Box Score,,18177.0,2:01,Barclays Center,
"Fri, Apr 7, 2023",8:00p,Memphis Grizzlies,137,Milwaukee Bucks,114,Box Score,,18010.0,2:01,Fiserv Forum,
"Fri, Apr 7, 2023",8:00p,New York Knicks,105,New Orleans Pelicans,113,Box Score,,18656.0,2:08,Smoothie King Center,
"Fri, Apr 7, 2023",8:30p,Chicago Bulls,115,Dallas Mavericks,112,Box Score,,20313.0,2:01,American Airlines Center,
"Fri, Apr 7, 2023",10:00p,Golden State Warriors,119,Sacramento Kings,97,Box Score,,18253.0,2:14,Golden 1 Center,
"Fri, Apr 7, 2023",10:30p,Phoenix Suns,107,Los Angeles Lakers,121,Box Score,,18997.0,1:59,Crypto.com Arena,
"Sat, Apr 8, 2023",3:30p,Denver Nuggets,114,Utah Jazz,118,Box Score,,18206.0,2:16,Vivint Arena,
"Sat, Apr 8, 2023",4:00p,Portland Trail Blazers,125,Los Angeles Clippers,136,Box Score,,19068.0,2:03,Crypto.com Arena,
"Sat, Apr 8, 2023",4:00p,Minnesota Timberwolves,151,San Antonio Spurs,131,Box Score,,16148.0,2:06,Moody Center,
"Sun, Apr 9, 2023",1:00p,Atlanta Hawks,114,Boston Celtics,120,Box Score,,19156.0,1:59,TD Garden,
"Sun, Apr 9, 2023",1:00p,Philadelphia 76ers,134,Brooklyn Nets,105,Box Score,,17732.0,2:06,Barclays Center,
"Sun, Apr 9, 2023",1:00p,Detroit Pistons,81,Chicago Bulls,103,Box Score,,21530.0,2:04,United Center,
"Sun, Apr 9, 2023",1:00p,Charlotte Hornets,106,Cleveland Cavaliers,95,Box Score,,19432.0,2:01,Rocket Mortgage Fieldhouse,
"Sun, Apr 9, 2023",1:00p,Orlando Magic,110,Miami Heat,123,Box Score,,19894.0,2:11,Kaseya Center,
"Sun, Apr 9, 2023",1:00p,Indiana Pacers,141,New York Knicks,136,Box Score,,19812.0,2:26,Madison Square Garden (IV),
"Sun, Apr 9, 2023",1:00p,Milwaukee Bucks,105,Toronto Raptors,121,Box Score,,19800.0,1:56,Scotiabank Arena,
"Sun, Apr 9, 2023",1:00p,Houston Rockets,114,Washington Wizards,109,Box Score,,15233.0,2:05,Capital One Arena,
"Sun, Apr 9, 2023",3:30p,San Antonio Spurs,138,Dallas Mavericks,117,Box Score,,20141.0,1:54,American Airlines Center,
"Sun, Apr 9, 2023",3:30p,Sacramento Kings,95,Denver Nuggets,109,Box Score,,19652.0,2:02,Ball Arena,
"Sun, Apr 9, 2023",3:30p,Utah Jazz,117,Los Angeles Lakers,128,Box Score,,18997.0,2:02,Crypto.com Arena,
"Sun, Apr 9, 2023",3:30p,New Orleans Pelicans,108,Minnesota Timberwolves,113,Box Score,,18978.0,2:28,Target Center,
"Sun, Apr 9, 2023",3:30p,Memphis Grizzlies,100,Oklahoma City Thunder,115,Box Score,,16601.0,1:56,Paycom Center,
"Sun, Apr 9, 2023",3:30p,Los Angeles Clippers,119,Phoenix Suns,114,Box Score,,17071.0,2:16,Footprint Center,
"Sun, Apr 9, 2023",3:30p,Golden State Warriors,157,Portland Trail Blazers,101,Box Score,,19731.0,1:57,Moda Center,
"Tue, Apr 11, 2023",7:30p,Atlanta Hawks,116,Miami Heat,105,Box Score,,19662.0,2:21,Kaseya Center,Play-In Game
"Tue, Apr 11, 2023",10:00p,Minnesota Timberwolves,102,Los Angeles Lakers,108,Box Score,OT,18997.0,2:46,Crypto.com Arena,Play-In Game
"Wed, Apr 12, 2023",7:00p,Chicago Bulls,109,Toronto Raptors,105,Box Score,,19800.0,2:32,Scotiabank Arena,Play-In Game
"Wed, Apr 12, 2023",9:30p,Oklahoma City Thunder,123,New Orleans Pelicans,118,Box Score,,18715.0,2:33,Smoothie King Center,Play-In Game
"Fri, Apr 14, 2023",7:00p,Chicago Bulls,91,Miami Heat,102,Box Score,,19678.0,2:28,Kaseya Center,Play-In Game
"Fri, Apr 14, 2023",9:30p,Oklahoma City Thunder,95,Minnesota Timberwolves,120,Box Score,,19304.0,2:19,Target Center,Play-In Game
"Sat, Apr 15, 2023",1:00p,Brooklyn Nets,101,Philadelphia 76ers,121,Box Score,,20913.0,2:14,Wells Fargo Center,
"Sat, Apr 15, 2023",3:30p,Atlanta Hawks,99,Boston Celtics,112,Box Score,,19156.0,2:14,TD Garden,
"Sat, Apr 15, 2023",6:00p,New York Knicks,101,Cleveland Cavaliers,97,Box Score,,19432.0,2:26,Rocket Mortgage Fieldhouse,
"Sat, Apr 15, 2023",8:30p,Golden State Warriors,123,Sacramento Kings,126,Box Score,,18253.0,2:29,Golden 1 Center,
"Sun, Apr 16, 2023",3:00p,Los Angeles Lakers,128,Memphis Grizzlies,112,Box Score,,18487.0,2:20,FedEx Forum,
"Sun, Apr 16, 2023",5:30p,Miami Heat,130,Milwaukee Bucks,117,Box Score,,17381.0,2:28,Fiserv Forum,
"Sun, Apr 16, 2023",8:00p,Los Angeles Clippers,115,Phoenix Suns,110,Box Score,,17071.0,2:31,Footprint Center,
"Sun, Apr 16, 2023",10:30p,Minnesota Timberwolves,80,Denver Nuggets,109,Box Score,,19628.0,2:21,Ball Arena,
"Mon, Apr 17, 2023",7:30p,Brooklyn Nets,84,Philadelphia 76ers,96,Box Score,,20958.0,2:20,Wells Fargo Center,
"Mon, Apr 17, 2023",10:00p,Golden State Warriors,106,Sacramento Kings,114,Box Score,,18253.0,2:34,Golden 1 Center,
"Tue, Apr 18, 2023",7:00p,Atlanta Hawks,106,Boston Celtics,119,Box Score,,19156.0,2:03,TD Garden,
"Tue, Apr 18, 2023",7:30p,New York Knicks,90,Cleveland Cavaliers,107,Box Score,,19432.0,2:21,Rocket Mortgage Fieldhouse,
"Tue, Apr 18, 2023",10:00p,Los Angeles Clippers,109,Phoenix Suns,123,Box Score,,17071.0,2:27,Footprint Center,
"Wed, Apr 19, 2023",7:30p,Los Angeles Lakers,93,Memphis Grizzlies,103,Box Score,,17928.0,2:24,FedEx Forum,
"Wed, Apr 19, 2023",9:00p,Miami Heat,122,Milwaukee Bucks,138,Box Score,,17576.0,2:08,Fiserv Forum,
"Wed, Apr 19, 2023",10:00p,Minnesota Timberwolves,113,Denver Nuggets,122,Box Score,,19683.0,2:29,Ball Arena,
"Thu, Apr 20, 2023",7:30p,Philadelphia 76ers,102,Brooklyn Nets,97,Box Score,,17910.0,2:28,Barclays Center,
"Thu, Apr 20, 2023",10:00p,Sacramento Kings,97,Golden State Warriors,114,Box Score,,18064.0,2:24,Chase Center,
"Thu, Apr 20, 2023",10:30p,Phoenix Suns,129,Los Angeles Clippers,124,Box Score,,19068.0,2:28,Crypto.com Arena,
"Fri, Apr 21, 2023",7:00p,Boston Celtics,122,Atlanta Hawks,130,Box Score,,18536.0,2:19,State Farm Arena,
"Fri, Apr 21, 2023",8:30p,Cleveland Cavaliers,79,New York Knicks,99,Box Score,,19812.0,2:14,Madison Square Garden (IV),
"Fri, Apr 21, 2023",9:30p,Denver Nuggets,120,Minnesota Timberwolves,111,Box Score,,19536.0,2:25,Target Center,
"Sat, Apr 22, 2023",1:00p,Philadelphia 76ers,96,Brooklyn Nets,88,Box Score,,18037.0,2:19,Barclays Center,
"Sat, Apr 22, 2023",3:30p,Phoenix Suns,112,Los Angeles Clippers,100,Box Score,,19068.0,2:13,Crypto.com Arena,
"Sat, Apr 22, 2023",7:30p,Milwaukee Bucks,99,Miami Heat,121,Box Score,,19734.0,2:15,Kaseya Center,
"Sat, Apr 22, 2023",10:00p,Memphis Grizzlies,101,Los Angeles Lakers,111,Box Score,,18997.0,2:33,Crypto.com Arena,
"Sun, Apr 23, 2023",1:00p,Cleveland Cavaliers,93,New York Knicks,102,Box Score,,19812.0,2:22,Madison Square Garden (IV),
"Sun, Apr 23, 2023",3:30p,Sacramento Kings,125,Golden State Warriors,126,Box Score,,18064.0,2:31,Chase Center,
"Sun, Apr 23, 2023",7:00p,Boston Celtics,129,Atlanta Hawks,121,Box Score,,19144.0,2:28,State Farm Arena,
"Sun, Apr 23, 2023",9:30p,Denver Nuggets,108,Minnesota Timberwolves,114,Box Score,OT,18978.0,2:44,Target Center,
"Mon, Apr 24, 2023",7:30p,Milwaukee Bucks,114,Miami Heat,119,Box Score,,19614.0,2:34,Kaseya Center,
"Mon, Apr 24, 2023",10:00p,Memphis Grizzlies,111,Los Angeles Lakers,117,Box Score,OT,18997.0,2:54,Crypto.com Arena,
"Tue, Apr 25, 2023",7:30p,Atlanta Hawks,119,Boston Celtics,117,Box Score,,19156.0,2:18,TD Garden,
"Tue, Apr 25, 2023",9:00p,Minnesota Timberwolves,109,Denver Nuggets,112,Box Score,,19691.0,2:39,Ball Arena,
"Tue, Apr 25, 2023",10:00p,Los Angeles Clippers,130,Phoenix Suns,136,Box Score,,17071.0,2:34,Footprint Center,
"Wed, Apr 26, 2023",7:00p,New York Knicks,106,Cleveland Cavaliers,95,Box Score,,19432.0,2:25,Rocket Mortgage Fieldhouse,
"Wed, Apr 26, 2023",7:30p,Los Angeles Lakers,99,Memphis Grizzlies,116,Box Score,,18117.0,2:15,FedEx Forum,
"Wed, Apr 26, 2023",9:30p,Miami Heat,128,Milwaukee Bucks,126,Box Score,OT,18113.0,2:58,Fiserv Forum,
"Wed, Apr 26, 2023",10:00p,Golden State Warriors,123,Sacramento Kings,116,Box Score,,18253.0,2:31,Golden 1 Center,
"Thu, Apr 27, 2023",8:30p,Boston Celtics,128,Atlanta Hawks,120,Box Score,,19176.0,2:24,State Farm Arena,
"Fri, Apr 28, 2023",8:00p,Sacramento Kings,118,Golden State Warriors,99,Box Score,,18064.0,2:33,Chase Center,
"Fri, Apr 28, 2023",10:30p,Memphis Grizzlies,85,Los Angeles Lakers,125,Box Score,,18997.0,2:14,Crypto.com Arena,
"Sat, Apr 29, 2023",8:30p,Phoenix Suns,107,Denver Nuggets,125,Box Score,,19762.0,2:20,Ball Arena,
"Sun, Apr 30, 2023",1:00p,Miami Heat,108,New York Knicks,101,Box Score,,19812.0,2:20,Madison Square Garden (IV),
"Sun, Apr 30, 2023",3:30p,Golden State Warriors,120,Sacramento Kings,100,Box Score,,18253.0,2:29,Golden 1 Center,
